sep=,
Ang X,Ang Y,Ang Z,Tempo
-0.09385599,-0.034454737,-0.026639972,1.5072997
-0.096574746,-0.040211495,-0.02425318,1.5191205
-0.09764093,-0.041138887,-0.026211634,1.5275563
-0.09957861,-0.040509116,-0.02184033,1.5397534
-0.09987451,-0.041364312,-0.019520743,1.5480533
-0.10126301,-0.040357895,-0.018974828,1.5565947
-0.10340978,-0.03481205,-0.017029786,1.5683719
-0.10353402,-0.03448695,-0.017147956,1.5768723
-0.10318859,-0.036085468,-0.017489485,1.5889031
-0.10432834,-0.034880318,-0.02002719,1.5971614
-0.10228267,-0.03677698,-0.019013274,1.6091763
-0.10185049,-0.038848273,-0.01953335,1.6176913
-0.10472383,-0.037415102,-0.017262053,1.62968
-0.10517881,-0.037334,-0.016811697,1.6381792
-0.10406476,-0.03394107,-0.017996142,1.6501487
-0.1056295,-0.0329468,-0.01924468,1.6585294
-0.105991356,-0.032739934,-0.021100383,1.6708206
-0.10731929,-0.029879117,-0.021257652,1.679002
-0.1054617,-0.02669861,-0.022115394,1.6874242
-0.10959845,-0.025663227,-0.023472892,1.6994938
-0.11168903,-0.026087957,-0.025843835,1.7079207
-0.114771545,-0.029912533,-0.02838635,1.7201712
-0.11443098,-0.029068353,-0.027716422,1.7284365
-0.11251291,-0.032588802,-0.026452731,1.7402196
-0.11507064,-0.03221437,-0.026341634,1.7487141
-0.112569146,-0.0345177,-0.018907294,1.7607589
-0.117372304,-0.034298107,-0.019481556,1.7690742
-0.11713199,-0.035998307,-0.020492533,1.7776067
-0.12112522,-0.03479073,-0.019909043,1.789764
-0.117616296,-0.039992675,-0.015464341,1.7981387
-0.12576604,-0.045970924,-0.020238912,1.8100125
-0.12728329,-0.04708056,-0.017234629,1.8183829
-0.13252857,-0.049884982,-0.02229191,1.8303208
-0.13107061,-0.04763834,-0.019580748,1.8387554
-0.1300954,-0.054223046,-0.02003026,1.8509216
-0.13012992,-0.054057673,-0.017084027,1.8593023
-0.13043913,-0.05358005,-0.015660604,1.8677082
-0.13063115,-0.050617293,-0.01730731,1.8796196
-0.12999836,-0.049850665,-0.017023537,1.8883361
-0.12996422,-0.04811722,-0.018196559,1.9000931
-0.13026883,-0.04894502,-0.018339869,1.9084375
-0.13109612,-0.05100366,-0.017071309,1.9207158
-0.13039018,-0.049745295,-0.018481484,1.929002
-0.130037,-0.04732323,-0.017947007,1.9378253
-0.13238734,-0.043757357,-0.01866351,1.9493762
-0.13227054,-0.044107616,-0.018053697,1.9578193
-0.13235132,-0.039963927,-0.018788144,1.9697491
-0.13266961,-0.039992556,-0.016901068,1.9783765
-0.13497336,-0.034837373,-0.017833548,1.9903811
-0.13767037,-0.034286603,-0.016377788,1.9987409
-0.13596152,-0.03544048,-0.013344266,2.0108688
-0.13251217,-0.03854285,-0.011692433,2.0230162
-0.13406816,-0.039057303,-0.011578148,2.0310483
-0.13394636,-0.038097728,-0.012877777,2.039611
-0.13655955,-0.04261614,-0.016251339,2.051535
-0.13821508,-0.043590587,-0.01892737,2.0601633
-0.13754837,-0.042736318,-0.017983435,2.0684748
-0.1382136,-0.040958297,-0.016767645,2.0804858
-0.13823305,-0.040157475,-0.018326242,2.089262
-0.13969095,-0.037316743,-0.0153928045,2.1009626
-0.14028113,-0.034940556,-0.01499231,2.1092865
-0.13816726,-0.035100885,-0.017457498,2.1215093
-0.13853644,-0.036589764,-0.016415078,2.1298332
-0.1423829,-0.034096893,-0.016425168,2.1417036
-0.14243111,-0.033170134,-0.01697662,2.150255
-0.14111893,-0.032447666,-0.013308309,2.1622233
-0.14133556,-0.033786528,-0.012233547,2.1709197
-0.14378156,-0.03493327,-0.014765526,2.182789
-0.14250147,-0.033454023,-0.013966186,2.1911616
-0.14409918,-0.03396604,-0.015265513,2.1994987
-0.14498101,-0.035606135,-0.017078152,2.2114828
-0.14513046,-0.039594375,-0.016370447,2.219978
-0.1446179,-0.034985665,-0.013969561,2.2318313
-0.1444767,-0.03323181,-0.01224521,2.2404532
-0.14543177,-0.033777952,-0.011957019,2.252405
-0.14742625,-0.036274362,-0.011075783,2.2608001
-0.14631842,-0.034615036,-0.009264072,2.2727077
-0.14653222,-0.036426727,-0.009323407,2.2810674
-0.14771575,-0.037387263,-0.010983016,2.28951
-0.14618827,-0.036232542,-0.010440033,2.301611
-0.14670366,-0.03671805,-0.011156611,2.3100781
-0.14603442,-0.036164954,-0.011703191,2.321995
-0.1487859,-0.03789468,-0.010598151,2.3304005
-0.15121642,-0.03924814,-0.008681045,2.3423426
-0.15134925,-0.042202838,-0.009242387,2.3509316
-0.154335,-0.042485673,-0.010394918,2.362892
-0.15479603,-0.044206142,-0.011542325,2.3714402
-0.15415414,-0.042794034,-0.014572292,2.3796268
-0.1538526,-0.0460844,-0.013940862,2.3916361
-0.15172169,-0.045513008,-0.015408582,2.400159
-0.15038522,-0.043945987,-0.015472991,2.4120343
-0.1513954,-0.044601303,-0.017065426,2.4204516
-0.15383938,-0.046614002,-0.0128971785,2.4325175
-0.15702458,-0.046692595,-0.014636874,2.441027
-0.15666239,-0.046352074,-0.014996671,2.4493299
-0.15901875,-0.04680342,-0.016672846,2.4613516
-0.160077,-0.04801569,-0.017575555,2.4698157
-0.15987477,-0.048812713,-0.01472882,2.481732
-0.15993196,-0.047155995,-0.013814594,2.4903376
-0.15887938,-0.04735823,-0.0126022,2.5023499
-0.16145992,-0.04552121,-0.011871868,2.5108354
-0.16029046,-0.04562358,-0.0065528727,2.5228055
-0.16081366,-0.046822213,-0.0055254097,2.5312426
-0.16267401,-0.048751194,-0.0038807108,2.543146
-0.16630241,-0.052896336,-0.003698555,2.5515633
-0.1680965,-0.049638487,-0.005609673,2.563598
-0.1699967,-0.05115993,-0.002656683,2.5722997
-0.1724555,-0.050044004,-0.0021162843,2.5804496
-0.17251205,-0.04957275,-0.0040752087,2.5923696
-0.173558,-0.050011013,-0.005531,2.6007571
-0.17647189,-0.050691795,-0.005241037,2.6129308
-0.17890435,-0.051660605,-0.0076340586,2.6213799
-0.17895417,-0.05435691,-0.006706757,2.6332643
-0.18102628,-0.05301342,-0.00522427,2.6418314
-0.17957588,-0.051578023,-0.0057334155,2.6537044
-0.18022479,-0.052123748,-0.005421558,2.662279
-0.18332618,-0.05306061,-0.006875454,2.674236
-0.18242614,-0.052553166,-0.005546314,2.6826625
-0.18342741,-0.049310036,-0.0013312218,2.6946368
-0.18482828,-0.047991972,-0.0022593022,2.7031538
-0.18488282,-0.046019234,-0.0024654143,2.7114427
-0.18444902,-0.044974953,-0.0037706387,2.7233741
-0.18594176,-0.04546866,-0.004861744,2.731937
-0.18576133,-0.04790602,-0.0056983624,2.7439659
-0.18724072,-0.046759073,-0.005400226,2.7524107
-0.19026555,-0.04698477,-0.006318074,2.764225
-0.1900421,-0.046330485,-0.006890377,2.772696
-0.18843928,-0.04411569,-0.0060219234,2.7847571
-0.1910763,-0.04389309,-0.00836233,2.7930772
-0.19323882,-0.042411417,-0.0075738174,2.8015785
-0.19414757,-0.045070354,-0.009086482,2.8135211
-0.19287618,-0.0454966,-0.0069111795,2.8223846
-0.19121078,-0.04748435,-0.0086335065,2.8338783
-0.18999253,-0.04701004,-0.006147841,2.8422825
-0.19462076,-0.05243663,-0.002458948,2.8546224
-0.19665836,-0.054217096,-0.003905226,2.8627932
-0.19517197,-0.06266304,-0.0029910114,2.8749907
-0.19654521,-0.060457654,-0.0028305752,2.8833854
-0.19861738,-0.06656625,-0.004218136,2.8917327
-0.19944178,-0.06263159,-0.0049854317,2.9037633
-0.20013817,-0.057278268,-0.003647551,2.9121227
-0.20053215,-0.060449004,-3.6878535E-4,2.9241974
-0.19891544,-0.059833225,-0.0022564651,2.9324272
-0.19873202,-0.05310316,-0.004207802,2.9445083
-0.1996615,-0.05474237,-0.0060572727,2.9530156
-0.19817029,-0.057027895,-0.008561862,2.9613585
-0.19678167,-0.058057547,-0.0068616793,2.9732258
-0.19762108,-0.05848626,-0.0074282186,2.9818037
-0.19590805,-0.052204877,-0.008058381,2.993819
-0.20076334,-0.04882168,-0.011043164,3.0022938
-0.20523465,-0.053564228,-0.015210722,3.014472
-0.20760868,-0.05244004,-0.016985798,3.0232313
-0.21161917,-0.056211393,-0.012670126,3.0347638
-0.21248047,-0.058078855,-0.011167794,3.0432246
-0.21190175,-0.05678163,-0.00962583,3.0554862
-0.21324024,-0.054531757,-0.009573638,3.0635219
-0.21296762,-0.061749656,-0.008670707,3.0755663
-0.21234143,-0.0559738,-0.009251563,3.0840116
-0.21066955,-0.057292446,-0.01036039,3.092341
-0.21459547,-0.066403896,-0.00979446,3.104278
-0.2149572,-0.061131455,-0.010951599,3.1127992
-0.21736777,-0.0635189,-0.014097734,3.124885
-0.21939802,-0.07017177,-0.015461191,3.1332624
-0.2224963,-0.07382822,-0.014381362,3.145238
-0.22183368,-0.06381523,-0.014087671,3.1537833
-0.22153214,-0.066453226,-0.012556197,3.165809
-0.2204393,-0.06269021,-0.011899694,3.1740355
-0.21992972,-0.065792106,-0.011042086,3.1861873
-0.2201009,-0.06682645,-0.011253017,3.1946213
-0.21871579,-0.06273105,-0.012380736,3.2065234
-0.2194313,-0.062068123,-0.011204469,3.2151196
-0.21830879,-0.06097433,-0.012720834,3.2233837
-0.2215196,-0.06297806,-0.012083432,3.2354743
-0.22198088,-0.06175556,-0.011248332,3.2439277
-0.2248495,-0.06491392,-0.011982006,3.2560542
-0.22646089,-0.06679991,-0.010396507,3.264422
-0.22732425,-0.061953973,-0.008830289,3.276149
-0.23062353,-0.07335574,-0.010345793,3.2847452
-0.22843464,-0.06048762,-0.0107644135,3.2967455
-0.22968908,-0.06547269,-0.009760455,3.3053076
-0.22907871,-0.06364932,-0.011026669,3.313478
-0.23257358,-0.062954724,-0.011260272,3.32553
-0.23476437,-0.06621994,-0.011500743,3.333936
-0.23514798,-0.067214794,-0.010456248,3.3457768
-0.23717014,-0.06707709,-0.010664783,3.3543572
-0.23876543,-0.06430844,-0.0082163215,3.3662677
-0.2403509,-0.068801105,-0.006528849,3.3750205
-0.23725799,-0.06288795,-0.0053046863,3.3867471
-0.23778832,-0.066084765,-0.0056906804,3.3952065
-0.23891658,-0.06543361,-0.0058167274,3.4036047
-0.23784071,-0.06288362,-0.001859495,3.4155798
-0.23663108,-0.064074405,2.6528724E-6,3.4240532
-0.23612933,-0.062174726,0.0021208974,3.435906
-0.23436318,-0.062454663,0.0025698273,3.4444475
-0.2357955,-0.065209866,0.0036065173,3.4567695
-0.23553649,-0.0677359,0.0042390167,3.464871
-0.23488167,-0.07507609,0.005566484,3.4736578
-0.23357938,-0.067630365,0.007259124,3.4851985
-0.23591307,-0.069804415,0.0073216115,3.4937217
-0.23906745,-0.06658236,0.006809739,3.505855
-0.23963486,-0.06723891,0.009759459,3.5140793
-0.2369806,-0.07438776,0.010311288,3.5263128
-0.23630284,-0.07738977,0.009429396,3.5345862
-0.23493364,-0.07635554,0.009838702,3.5466878
-0.23223074,-0.066991165,0.012527159,3.5551486
-0.23268926,-0.07696444,0.011212755,3.5670612
-0.23399897,-0.076033406,0.011187896,3.575492
-0.23477866,-0.07742095,0.013495106,3.5875225
-0.23232038,-0.07927986,0.012580362,3.5959883
-0.23314546,-0.08183545,0.013725009,3.604386
-0.23284191,-0.08315114,0.011090856,3.6163523
-0.23407678,-0.08420503,0.011028543,3.6248412
-0.23124462,-0.08482308,0.0113064265,3.636848
-0.22918579,-0.088820435,0.012872835,3.6452923
-0.23306441,-0.091940746,0.013064997,3.6571476
-0.23155214,-0.093613796,0.014956712,3.665675
-0.23041607,-0.09172348,0.018321637,3.6776354
-0.23087436,-0.09193707,0.017509155,3.685999
-0.23018779,-0.09198071,0.016588131,3.6981716
-0.22961237,-0.09200356,0.015523999,3.706612
-0.22853565,-0.09038182,0.012087486,3.718494
-0.23112544,-0.092728235,0.012250994,3.727013
-0.23080012,-0.092902124,0.006603557,3.7353313
-0.22533333,-0.09303078,0.0045378953,3.7473288
-0.22841398,-0.093835354,0.0041656927,3.7561815
-0.22728863,-0.096399374,0.0042490563,3.7679107
-0.23026511,-0.09473764,0.005383948,3.7816978
-0.23041476,-0.09491143,0.005649896,3.788125
-0.23231612,-0.09349128,0.0059292247,3.7967417
-0.23419213,-0.09432731,0.0064933985,3.8088207
-0.23351921,-0.0934661,0.0052536726,3.8170595
-0.23367968,-0.09408058,0.0039578923,3.8256388
-0.23264575,-0.09414499,0.0026869862,3.8375037
-0.23323171,-0.09318398,0.0021711155,3.8459036
-0.23458186,-0.092457615,-4.7418475E-4,3.8578887
-0.23596698,-0.09215254,-1.070319E-4,3.866251
-0.23569241,-0.094915755,0.0025931136,3.8783622
-0.2360564,-0.09792593,0.0023092665,3.8868194
-0.2344907,-0.09936198,0.0029276796,3.8988526
-0.23527026,-0.09885462,0.0023872666,3.9075134
-0.23374917,-0.09945272,0.0024385033,3.9156551
-0.2363069,-0.09925424,0.004489162,3.9277055
-0.23533505,-0.099883705,0.0057241153,3.936082
-0.23789509,-0.100560226,0.002150352,3.9479842
-0.23835196,-0.102066875,0.0020586688,3.9566784
-0.23957968,-0.1032954,9.53784E-4,3.968411
-0.24030605,-0.10316495,-7.538183E-6,3.9769816
-0.24069351,-0.10455982,-0.0010514341,3.985167
-0.24491027,-0.10164035,0.0016703189,3.9973495
-0.24608797,-0.10182995,0.0015094809,4.0058613
-0.24650095,-0.10378141,0.0028205,4.017718
-0.24669753,-0.104043216,0.002685181,4.0261307
-0.24866353,-0.09991353,0.0037613288,4.0382614
-0.24768183,-0.10055261,0.0041076196,4.046579
-0.24753383,-0.098641984,0.004146082,4.058866
-0.24868324,-0.10110061,0.0040378496,4.0671544
-0.25163695,-0.09803554,0.0021241405,4.079101
-0.25178346,-0.096972555,0.0017080263,4.0876126
-0.24943183,-0.099652976,-2.2066175E-4,4.099546
-0.24756455,-0.09981845,-0.0018700014,4.108314
-0.24755502,-0.100897565,2.4532573E-4,4.116298
-0.24799971,-0.102063134,0.004755701,4.128457
-0.24697563,-0.10345741,0.006415285,4.13678
-0.24850093,-0.10119209,0.0046802317,4.148798
-0.24970093,-0.099607795,0.0037437289,4.1575627
-0.24856766,-0.10211878,0.0033688666,4.1692386
-0.24774534,-0.10525032,0.004099697,4.177537
-0.2515793,-0.10393295,-0.001798531,4.1898656
-0.25126135,-0.10415884,-8.398958E-5,4.1980543
-0.25079083,-0.10212767,-0.001677964,4.21038
-0.25125673,-0.104665935,-0.0017680295,4.218544
-0.25163504,-0.103617266,-0.0010538497,4.2305236
-0.25298512,-0.10258885,1.9121403E-4,4.2392297
-0.2527391,-0.104289316,0.0014341234,4.247318
-0.25378644,-0.10380238,5.525562E-4,4.2594013
-0.2560809,-0.10234085,6.016352E-4,4.267761
-0.25879613,-0.10344435,-8.9921756E-5,4.2799163
-0.2601633,-0.10718816,-3.5204797E-5,4.288317
-0.2619917,-0.10874478,3.3553437E-4,4.300268
-0.26109508,-0.10741932,-0.0036924195,4.308911
-0.2625201,-0.10772391,-0.0038090714,4.32075
-0.26432538,-0.11146693,-0.0042262734,4.329061
-0.26526377,-0.11040469,-0.0044780253,4.3374977
-0.2696939,-0.10433493,-0.0038620082,4.3494496
-0.27146885,-0.106327094,-0.005728321,4.357799
-0.27351868,-0.1087745,-0.009358821,4.3698826
-0.27165914,-0.109297365,-0.008644082,4.378325
-0.27218854,-0.1096342,-0.011688679,4.3907943
-0.27191022,-0.109429754,-0.01105438,4.398764
-0.27162796,-0.11201376,-0.013032892,4.4108424
-0.27260497,-0.11272276,-0.010921244,4.4192467
-0.27302036,-0.11177181,-0.012262769,4.4277945
-0.27436462,-0.111837186,-0.01267287,4.4398174
-0.27630454,-0.11138388,-0.013742823,4.4479394
-0.2766024,-0.107422106,-0.012257386,4.4602456
-0.27696666,-0.105675094,-0.013335051,4.4683566
-0.27848673,-0.10824657,-0.012764376,4.480391
-0.27908742,-0.10945649,-0.012611937,4.4888554
-0.27838838,-0.107899204,-0.012232787,4.4970746
-0.27941635,-0.11024428,-0.01361835,4.5092416
-0.28072363,-0.113009855,-0.013704963,4.517558
-0.28392476,-0.11213197,-0.01396,4.5297465
-0.28364718,-0.11194694,-0.016143458,4.5380473
-0.28880572,-0.111075096,-0.017145999,4.550229
-0.28668913,-0.11113362,-0.016001863,4.5585604
-0.28727832,-0.10956439,-0.01769926,4.570726
-0.29001823,-0.1041875,-0.015645238,4.582691
-0.29060742,-0.1038624,-0.017802065,4.5913873
-0.28889793,-0.10327401,-0.017930709,4.5995398
-0.2852903,-0.10791719,-0.016517846,4.611511
-0.28733358,-0.10941611,-0.020141706,4.6198754
-0.2873628,-0.10944486,-0.017882582,4.631815
-0.2887441,-0.106970884,-0.015172198,4.6407895
-0.2908134,-0.10828984,-0.015815996,4.6486726
-0.290492,-0.10732236,-0.019713068,4.660976
-0.29054308,-0.106185585,-0.020876678,4.669111
-0.29362983,-0.10694214,-0.02269001,4.6811404
-0.2939643,-0.10878079,-0.02043753,4.6895947
-0.29451305,-0.10794544,-0.02267502,4.701648
-0.29565638,-0.108570196,-0.024167046,4.7102027
-0.29670075,-0.10997237,-0.026192782,4.7223587
-0.29510504,-0.11153494,-0.027378244,4.7305703
-0.29483318,-0.11130307,-0.026897635,4.742696
-0.2955568,-0.110160455,-0.02924833,4.751014
-0.29571033,-0.110755876,-0.030758208,4.7594824
-0.2973695,-0.108734705,-0.030825423,4.771343
-0.29778436,-0.10802444,-0.031428374,4.779717
-0.29842734,-0.10571511,-0.029588327,4.7917914
-0.2990652,-0.10530016,-0.029834261,4.8002543
-0.29962805,-0.105219595,-0.026933778,4.8122396
-0.2994572,-0.10505227,-0.026527623,4.8207426
-0.29813188,-0.10717862,-0.025171526,4.8327184
-0.2995807,-0.107074566,-0.023139175,4.8411736
-0.30027172,-0.10544475,-0.024139436,4.853062
-0.29910523,-0.10485792,-0.024218075,4.861587
-0.3003952,-0.108194634,-0.026211968,4.869874
-0.29801527,-0.10806744,-0.026747912,4.881842
-0.29851913,-0.10655798,-0.026305068,4.890535
-0.29793695,-0.10336989,-0.024869647,4.902428
-0.29909155,-0.101760335,-0.024939965,4.9108434
-0.30064058,-0.10169972,-0.026671955,4.922759
-0.30105743,-0.101657614,-0.025155734,4.931241
-0.30151913,-0.10343858,-0.027155854,4.943206
-0.3012841,-0.105309315,-0.026703903,4.951674
-0.30039296,-0.10790389,-0.02595849,4.9636593
-0.3007344,-0.10769222,-0.023911204,4.9719934
-0.30298978,-0.108016685,-0.023815222,4.9804945
-0.30701476,-0.1072691,-0.024500532,4.992586
-0.30657193,-0.109119594,-0.024815574,5.0010047
-0.30758226,-0.107010625,-0.02593731,5.0127816
-0.3127265,-0.10329114,-0.027142467,5.0212984
-0.31144753,-0.10842093,-0.025713343,5.0331764
-0.31376117,-0.10794455,-0.02794407,5.0420966
-0.31439424,-0.11110782,-0.02847037,5.053751
-0.31682357,-0.11140656,-0.028967818,5.0621915
-0.317688,-0.10992038,-0.024734339,5.0745215
-0.31818828,-0.110737525,-0.025625074,5.08267
-0.3177753,-0.10886935,-0.023004347,5.0947576
-0.32178682,-0.11584883,-0.025845725,5.10308
-0.32034194,-0.11194903,-0.026752487,5.111522
-0.3254095,-0.108589105,-0.02651627,5.1238627
-0.3255414,-0.105816364,-0.024968956,5.131894
-0.32766765,-0.107092775,-0.025576945,5.14041
-0.32796103,-0.108590215,-0.025942389,5.1523185
-0.329655,-0.108150825,-0.0298348,5.164406
-0.33173183,-0.10859069,-0.030730268,5.1728034
-0.33096468,-0.108932495,-0.030814102,5.1810837
-0.33225745,-0.109964944,-0.031068774,5.1932616
-0.33339188,-0.10885451,-0.030086635,5.2015977
-0.33292696,-0.108821124,-0.028154772,5.213673
